4.276650188556421761e-01,6.000000000000000000e+00,1.615220923522409369e-01,3.000000000000000000e+00,1.485157758842279782e-02,2.284443583426161162e-01,-3.938864639861150430e-03,-5.405405405405405705e-02,4.054054054054057055e-02,7.500000000000000000e-01,9.016204094238305933e-01,2.000000000000000000e+00,9.591836734693877098e-01,1.700000000000000000e+01,8.000000000000000000e+00,1.500000000000000000e+01,1.798461001399825232e+00,1.929012345679012239e-02,2.750000000000000222e-01,2.250000000000000056e-01,6.876085283174155904e-01,4.417864669110646569e-01
3.711363678983898851e-01,5.000000000000000000e+00,1.250375169877112058e-01,3.000000000000000000e+00,4.609293600954859210e-02,-4.447830802311198983e-01,-1.864138510640482860e-01,-1.621621621621621712e-01,1.081081081081081141e-01,1.000000000000000000e+00,1.000803987562869812e+00,2.000000000000000000e+00,9.659863945578230915e-01,9.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+01,1.873258288725684118e+00,5.692072747466332162e-03,2.500000000000000000e-01,1.499999999999999944e-01,5.192916878620373877e-01,5.890486225480862092e-01
5.056180387132960252e-01,1.100000000000000000e+01,2.915662961677638054e-01,3.000000000000000000e+00,3.382591653372078733e-02,1.763495595705348862e-01,-3.828509816173497615e-02,-2.702702702702697302e-02,-7.432432432432434233e-02,5.999999999999999778e-01,8.226897995282460574e-01,3.000000000000000000e+00,9.251700680272109123e-01,2.400000000000000000e+01,1.100000000000000000e+01,1.700000000000000000e+01,1.751663121757754737e+00,1.387237415774871321e-02,2.750000000000000222e-01,3.750000000000000000e-01,7.967529912833638539e-01,3.190680038802133911e-01
2.962785033888786224e-01,5.000000000000000000e+00,1.198672493424604441e-01,3.000000000000000000e+00,1.325521423956006750e-02,-2.684392380357604191e-01,4.516345308246015877e-01,8.783783783783793986e-02,4.729729729729736931e-02,7.500000000000000000e-01,9.703188889953744400e-01,2.000000000000000000e+00,9.251700680272109123e-01,7.000000000000000000e+00,1.300000000000000000e+01,1.100000000000000000e+01,1.878664606405049398e+00,9.773662551440329832e-03,1.499999999999999944e-01,3.499999999999999778e-01,5.888387655053818337e-01,5.154175447295754608e-01
3.302547367571861403e-01,5.000000000000000000e+00,1.579483767973375863e-01,3.000000000000000000e+00,-3.243760775367501153e-02,2.542597410458256046e-01,-8.808857304124062537e-03,-1.554054054054053724e-01,-6.756756756756754356e-02,7.500000000000000000e-01,9.596169715569142777e-01,2.000000000000000000e+00,8.911564625850340038e-01,8.000000000000000000e+00,1.400000000000000000e+01,1.600000000000000000e+01,1.803490982484510452e+00,4.372427983539095564e-03,6.999999999999999556e-01,1.499999999999999944e-01,5.555544487219439276e-01,5.399612373357456363e-01
2.715470985650866309e-01,5.000000000000000000e+00,1.819929475704530619e-01,3.000000000000000000e+00,3.649653071019078737e-02,-4.343743032916291824e-02,2.373408511162720114e-01,4.729729729729736931e-02,9.459459459459451658e-02,7.500000000000000000e-01,9.539083214292394253e-01,2.000000000000000000e+00,8.911564625850340038e-01,1.000000000000000000e+01,1.000000000000000000e+01,1.300000000000000000e+01,1.788913242222115230e+00,9.259259259259258745e-03,6.999999999999999556e-01,1.749999999999999889e-01,7.230234957938144191e-01,5.399612373357456363e-01
3.592557666640670000e-01,5.000000000000000000e+00,1.820395250809766496e-01,3.000000000000000000e+00,-3.525335645968756537e-02,5.988617514274054976e-01,5.988617514274054976e-01,5.405405405405394603e-02,-1.351351351351348651e-02,7.500000000000000000e-01,9.405676735087141749e-01,2.000000000000000000e+00,9.455782312925170574e-01,9.000000000000000000e+00,9.000000000000000000e+00,2.400000000000000000e+01,1.854925264164771992e+00,1.157407407407407343e-02,6.999999999999999556e-01,1.499999999999999944e-01,6.516610884790966507e-01,5.154175447295754608e-01
3.382087231986555809e-01,5.000000000000000000e+00,1.687095113953323566e-01,3.000000000000000000e+00,-1.835752825203024186e-02,2.235639446106598704e-01,-6.136666573986411244e-01,1.283783783783782884e-01,1.858108108108108558e-01,7.500000000000000000e-01,9.541661824626114230e-01,2.000000000000000000e+00,9.251700680272109123e-01,1.400000000000000000e+01,1.000000000000000000e+01,1.100000000000000000e+01,1.843901576856740165e+00,1.363168724279835431e-02,2.000000000000000111e-01,2.000000000000000111e-01,6.273740093094822834e-01,4.908738521234051744e-01
3.051649195208539500e-01,5.000000000000000000e+00,9.192693201947677029e-02,3.000000000000000000e+00,-5.469416721525995062e-02,-2.709650804262029311e-01,-5.596013170125782032e-01,5.067567567567567988e-01,3.445945945945945166e-01,1.000000000000000000e+00,1.008578123605151866e+00,2.000000000000000000e+00,9.387755102040816757e-01,8.000000000000000000e+00,7.000000000000000000e+00,1.100000000000000000e+01,1.872557809262056061e+00,1.249479383590170432e-03,6.999999999999999556e-01,1.499999999999999944e-01,4.917792495397779740e-01,6.135923151542564957e-01
3.228871693534944853e-01,4.000000000000000000e+00,4.780324869832389134e-02,2.000000000000000000e+00,1.941291088346796395e-02,-2.325641124679078686e-01,2.954608157800175938e-02,-1.013513513513513153e-01,-4.054054054054057055e-02,1.000000000000000000e+00,1.101184179718170730e+00,2.000000000000000000e+00,9.591836734693877098e-01,7.000000000000000000e+00,7.000000000000000000e+00,1.200000000000000000e+01,1.930093204594884870e+00,9.995835068721365194e-03,3.499999999999999778e-01,1.499999999999999944e-01,3.810110280303665165e-01,6.626797003665969577e-01
2.470800612942442853e-01,4.000000000000000000e+00,1.139340467820079972e-01,2.000000000000000000e+00,-2.250558583462240053e-02,-5.533408270237205606e-02,2.553485036913938355e-01,1.081081081081081141e-01,1.486486486486486847e-01,1.000000000000000000e+00,1.058195938259059554e+00,2.000000000000000000e+00,9.319727891156462940e-01,7.000000000000000000e+00,6.000000000000000000e+00,1.500000000000000000e+01,1.918820631712213842e+00,8.329862557267808665e-03,6.750000000000000444e-01,2.250000000000000056e-01,4.947371440129756937e-01,6.135923151542564957e-01
3.443198379900996309e-01,4.000000000000000000e+00,1.372524434102652680e-01,3.000000000000000000e+00,1.727491827346060160e-02,3.147992164622879230e-01,7.466722145080550987e-02,6.756756756756798765e-03,4.054054054054057055e-02,1.000000000000000000e+00,1.018452742689500701e+00,2.000000000000000000e+00,9.319727891156462940e-01,6.000000000000000000e+00,8.000000000000000000e+00,1.100000000000000000e+01,1.860743575956386842e+00,2.360127724559210865e-03,7.249999999999999778e-01,2.250000000000000056e-01,5.843683494573042037e-01,5.399612373357456363e-01
4.822693178360970556e-01,7.000000000000000000e+00,2.250811518877639805e-01,3.000000000000000000e+00,3.809776131279364597e-02,1.229271319956577679e+00,6.086471336021022083e-01,1.351351351351350871e-01,6.756756756756754356e-02,7.500000000000000000e-01,8.457933093068671360e-01,3.000000000000000000e+00,9.455782312925170574e-01,1.400000000000000000e+01,1.200000000000000000e+01,1.400000000000000000e+01,1.730306054665324167e+00,1.543209876543209964e-02,1.749999999999999889e-01,2.250000000000000056e-01,8.345441087677076819e-01,3.926990816987241395e-01
