0.0150663	0.0256645	-0.0393998	0.00478341	0.000413303	0
0.0269612	0.0743265	0.094887	0.00110654	-0.000282661	0.00111803
0.0227388	0.0323268	0.0948656	0.000770201	-0.000445833	0.000705654
0.0175599	0.0446438	0.0869018	0.00116225	-0.000400893	0.000705654
0.0211882	0.0499588	0.0768228	0.000643894	7.88634e-05	0.00064815
0.0178772	-0.0163845	0.0333616	0.00116127	-0.000356194	0.000466972
0.0188752	0.0374844	0.0314173	0.000309264	-0.000372389	0.000419499
0.0167314	0.0422816	0.0323725	0.000709222	-0.000331005	0.000577307
0.0260748	0.00648511	0.00262297	0.000443201	-0.000321517	0.000259022
0.0236208	0.0591827	0.000271554	0.000804559	-0.000580271	0.000475523
0.0199049	-0.0206825	-0.0428449	0.00104201	-0.000149717	0.000341483
0.018426	0.0400512	-0.0387903	0.000529225	0.00010577	0.000123867
0.0105285	0.00200792	-0.0891388	0.000798595	0.000118265	5.51438e-05
0.0112624	-0.037855	-0.0991433	0.000734794	-0.00018957	6.87066e-06
8.88831e-06	0.066753	-0.0110087	0.000170485	-0.000306494	4.16155e-05
2.1532e-05	-0.0282796	-0.028872	0.000279819	6.25727e-05	0.000123867
0.0080031	0.0440472	-0.0346765	-0.000237667	-0.000295393	0.000123867
0.00937323	-0.00905456	-0.0199134	6.75936e-05	-0.000127793	0.000370963
-3.24366e-05	0.0446765	-0.00141062	-0.000237667	-0.00046618	0.000232667
-3.75404e-05	0.0329092	0.00121448	-0.00035827	-0.00021618	0.000138786
-3.75404e-05	-0.00689497	0.0197208	-0.000232756	-0.00021618	0.000138786
-4.08232e-05	0.0522128	0.0197395	-0.000290179	9.52776e-05	0.000138786
-3.75404e-05	-0.0027335	-0.0251236	-0.000333298	-0.00021618	0.000138786
-5.79992e-05	0.0558745	0.00322948	-0.000353264	0.000152192	-0.000328361
-5.30518e-05	0.0205742	0.0204407	-3.16934e-05	0.000412361	-2.63439e-05
