-0.057602	5.28552e-05	0.0263235	-0.00348867	0.00142667	0
-0.0414364	0.0138766	0.0391473	-0.00227861	0.000864874	0.000749252
-0.0274692	-0.099327	0.0279187	-0.000895976	0.000697198	0.00051311
-0.0140842	-0.0385998	0.0387133	-0.0012378	0.000344949	0.00077989
-0.00232798	-0.0271997	0.0755034	-0.00118893	-0.000338535	0.000790884
-0.014028	0.00500096	0.0618542	-0.00173118	-0.000338535	0.000671441
-0.014009	0.0168155	0.0626886	-0.00179513	-0.000338535	0.0010098
-0.0039406	-0.0174182	0.0871043	-0.00214585	-0.000338535	0.000776101
-0.00207343	-0.0063016	0.0358668	-0.00230404	-0.000338535	0.00061609
-0.00581414	-0.0469179	0.0682086	-0.0018466	-0.000220592	0.000756272
-0.0140565	-0.012539	0.0311631	-0.00198269	-0.00023371	0.000632413
0.00530099	-0.0305634	0.063453	-0.00149694	-0.000338535	0.000993691
-0.00943416	0.0208693	0.00899999	-0.00144661	-0.00012104	0.000404494
-0.0141349	0.0336351	0.000526831	-0.000189	-0.000338535	-0.000271597
-0.0113921	-0.0814686	0.00399299	0.000343462	-0.000338535	-2.21168e-05
-0.00390167	-0.0173392	0.0420575	0.000399239	-0.000338535	0.000253274
-0.00262035	0.00679411	0.0494043	0.000364636	-0.000338535	0.00036266
0.00114098	0.0278119	-0.0161537	-0.000285179	-0.000338535	-0.000159605
0.00705622	-0.0475115	0.00553955	0.000485411	-0.000338535	-0.000159605
-0.00193661	-0.0342542	0.0526072	0.000386972	-0.00010902	0.000105252
-0.0042898	0.00396314	0.00490829	-0.000492269	-0.000120083	-5.87296e-05
-0.00254522	-0.0509895	0.0732908	0.000467795	-0.000202252	-0.000159605
0.00494261	0.00209827	0.0527438	0.000683278	-0.000338535	0.000209029
0.00678415	-0.0020916	0.0550691	0.000805749	-8.60862e-07	0.00028522
0.0102888	-0.0020601	0.0774966	0.000866172	-0.000338535	9.42169e-05
0.0119399	-0.00706872	0.0659066	0.00094242	-0.000123108	5.27626e-05
0.00541217	-0.00671992	0.0416918	0.000686281	1.73769e-05	-0.00047049
0.00967073	-0.0212244	0.0504355	0.000804881	-2.70315e-05	-0.000122705
0.00980408	-0.0152196	0.0354129	0.000683862	7.59845e-05	-9.44051e-05
0.00560667	-0.0260382	0.035409	0.00064575	9.28504e-05	-0.000312455
-0.00159956	-0.00347672	-0.025888	0.000180636	0.000290955	-0.000189763
-0.00321791	-0.0578567	-0.0122198	0.000536716	-0.000162978	-1.80514e-05
-0.00329268	-0.0403306	-0.0157128	0.000924674	0.00029639	-9.94974e-05
-0.0013401	-0.0374805	-0.0106853	0.00129533	0.000188747	-9.55357e-05
0.0109309	-0.0107312	-0.0118013	0.00110147	0.000277542	1.34675e-05
0.00657923	-0.00536447	-0.0261366	0.000877643	-1.25263e-05	8.97318e-05
0.00930213	-0.0174324	0.0142178	0.000216196	-1.25263e-05	1.5848e-05
0.00875271	-0.00540585	0.0201511	0.000327027	-1.25263e-05	-3.57841e-05
0.00432341	-0.0265225	0.0142557	0.000522379	-0.000262526	-0.000186584
-0.00643958	-0.0389392	0.0142887	0.00106347	0.000355397	-0.00049559
-0.00971015	-0.00741567	-0.0239769	0.00097772	0.000296468	-0.000551509
0.000242653	-0.035029	-0.00233966	0.000899469	0.000406807	-0.000345613
-0.00480903	-0.00662575	-0.03705	0.000730753	0.000406807	-0.000186584
-0.00304572	-0.0201028	-0.0365923	0.00110668	0.000406807	-0.000186584
-0.0143023	-0.0318589	-0.0246769	0.00129963	0.000406807	-0.000186584
-0.00918134	-0.0155012	-0.050479	0.000748146	0.000288761	-0.000186584
-0.00324803	-0.0498455	-0.0214168	0.00174155	0.000406807	-0.000186584
0.000354373	-0.0296169	0.0131326	0.000435916	0.000406807	-0.000186584
-0.000771223	-0.0220394	-0.03352	0.0010413	0.000143335	-8.10961e-05
-0.00965208	-0.0370976	-0.0278507	0.00150983	0.000141241	-0.000186584
-0.0077021	-0.0327471	-0.0292232	0.00141828	-1.39027e-05	-0.000186584
-0.0058	-0.0196306	-0.0177683	0.00150983	-1.39027e-05	-0.00011015
-0.00589563	-0.0276701	-0.0327998	0.00150983	-1.39027e-05	-9.59979e-05
0.00209067	-0.0327486	-0.0327992	0.00150983	0.00014811	-0.000186584
-0.00329668	0.0228336	-0.025848	0.00150983	-1.39027e-05	-0.000186584
-0.00171882	-0.00708487	-0.0526269	0.0028829	9.91078e-05	-7.73885e-05
-0.00364659	-0.0177561	-0.0053444	0.00150446	-1.39027e-05	-0.000186584
-0.00288578	-0.0177756	-0.0518361	0.00154217	0.00029188	-0.000186584
-0.0046496	-0.0178024	-0.0434372	0.00177996	-1.39027e-05	-0.000331309
-0.014295	-0.0245768	-0.043439	0.0013649	0.000247937	-0.00046918
-0.0142769	-0.0177462	-0.0780523	0.00115226	0.000544791	-0.000368
-0.0323976	-0.0177886	-0.0615916	0.00195998	0.00054479	-0.000186584
-0.042854	-0.0178296	-0.0515075	0.00204082	0.000116543	-0.000564219
-0.0324069	-0.0177859	-0.0665123	0.00185565	0.000155622	-0.000289274
-0.0391292	-0.0317256	-0.0540952	0.00240656	0.000811614	-0.000571588
-0.0674987	0.0125269	0.0497587	0.0020345	0.000692048	-0.000772784
-0.0572299	-0.0556825	-0.0025286	0.00177317	0.00278215	-0.00203792
-0.0764837	0.0566374	0.0972802	0.000132376	0.0020964	-0.00179032
-0.0910615	-0.014644	0.0765234	0.00040554	0.00145302	-0.00163642
-0.0847453	0.0185404	0.0513167	0.000554783	0.000666135	-0.00164327
-0.0848067	0.0120165	0.027032	0.000500349	0.000933339	-0.00207795
-0.0904651	-0.00408526	0.040161	0.0007316	0.001056	-0.00206481
-0.10255	0.0119838	0.0380268	0.000616034	0.00100923	-0.00227864
-0.10174	0.0220467	0.0495393	0.00130116	0.000904026	-0.00230114
-0.0941357	0.0575789	0.107574	0.000718902	0.000938193	-0.00213085
-0.0993779	0.0235226	0.0627291	0.00100438	0.000768549	-0.00213085
