,brain_region_1,value,SPI,brain_region_2
6336,proc-22,0.17460305353193842,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-77
6337,proc-23,0.13582632807804984,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-77
6338,proc-24,0.2548916853531154,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-77
6339,proc-25,0.21788822250824272,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-77
6340,proc-26,0.13368467542815246,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-77
6341,proc-27,0.14439744793474335,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-77
6342,proc-28,0.1654143403940917,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-77
6343,proc-29,0.1324963354010558,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-77
6344,proc-30,0.11276006244641026,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-77
6345,proc-31,0.14258488059077754,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-77
6346,proc-32,0.16561034243211936,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-77
6347,proc-33,0.23997172985893006,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-77
6348,proc-34,0.12283960742884037,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-77
6349,proc-35,0.2332487385909348,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-77
6350,proc-36,0.07658027134592475,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-77
6351,proc-37,0.09976172752396582,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-77
6352,proc-38,0.13787742342441606,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-77
6353,proc-39,0.11232649221807749,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-77
6354,proc-40,0.1436805080205273,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-77
6355,proc-41,0.09980944514162987,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-77
6356,proc-42,0.17603753180248308,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-77
6357,proc-43,0.18077126412748015,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-77
6358,proc-44,0.1421513344462143,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-77
6359,proc-45,0.12144313254778012,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-77
6360,proc-46,0.2687185966850017,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-77
6361,proc-47,0.23403601658516066,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-77
6362,proc-48,0.13556153289020162,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-77
6363,proc-49,0.16536585471223167,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-77
6364,proc-50,0.19873253717066977,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-77
6365,proc-51,0.21641933043831157,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-77
6366,proc-52,0.17038223085553597,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-77
6367,proc-53,0.053410651242293175,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-77
6368,proc-54,0.17712783101407645,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-77
6369,proc-55,0.13095171722243776,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-77
6370,proc-56,0.1805047544291123,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-77
6371,proc-57,0.15284486689998886,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-77
6372,proc-58,0.11944457398492761,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-77
6373,proc-59,0.1405126242016241,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-77
6374,proc-60,0.14384480182271928,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-77
6375,proc-61,0.13871018745495495,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-77
6376,proc-62,0.1456374862684039,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-77
6377,proc-63,0.09677429530644274,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-77
6378,proc-64,0.14537636496564316,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-77
6379,proc-65,0.14060924250988432,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-77
6380,proc-66,0.1114832523849423,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-77
6381,proc-67,0.13625367013670756,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-77
6382,proc-68,0.09993815079995845,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-77
6383,proc-69,0.11220850861239744,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-77
6384,proc-70,0.1511614510611669,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-77
6385,proc-71,0.14849312710774126,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-77
6386,proc-72,0.2261627189523337,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-77
6387,proc-73,0.16343922364669122,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-77
6388,proc-74,0.1363326728841466,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-77
6389,proc-75,0.10894640366283033,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-77
6390,proc-76,0.06661058894564115,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-77
6391,proc-77,,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-77
6392,proc-78,0.13342852223403115,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-77
6393,proc-79,0.1256127159945722,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-77
6394,proc-80,0.14065488426122802,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-77
6395,proc-81,0.11115150703477694,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-77
6396,proc-0,0.13341630811147526,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6397,proc-1,0.17927382379475668,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6398,proc-2,0.10963803174590177,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6399,proc-3,0.10312705933263562,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6400,proc-4,0.1369242474266445,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6401,proc-5,0.08290030372392665,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6402,proc-6,0.12032253060271192,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6403,proc-7,0.1254393374685196,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6404,proc-8,0.14310653766273085,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6405,proc-9,0.10415115034179359,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6406,proc-10,0.11833435664441483,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6407,proc-11,0.11225967039280685,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6408,proc-12,0.1892089680477071,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6409,proc-13,0.12061046975661635,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6410,proc-14,0.21502660709066,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6411,proc-15,0.10601642183667485,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6412,proc-16,0.10555382492951448,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6413,proc-17,0.14418567221754275,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6414,proc-18,0.17673501330332403,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6415,proc-19,0.09165866777288648,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6416,proc-20,0.07132726531958782,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6417,proc-21,0.1137979823826228,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6418,proc-22,0.14919827761511134,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6419,proc-23,0.18016072572035483,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6420,proc-24,0.13883100016897595,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6421,proc-25,0.08673789692072283,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6422,proc-26,0.10107421723542494,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6423,proc-27,0.20209567988413513,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6424,proc-28,0.07614881723303443,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6425,proc-29,0.15443113731919839,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6426,proc-30,0.08740135715317801,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6427,proc-31,0.11365912197654948,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6428,proc-32,0.23232997712158818,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6429,proc-33,0.07369646228442218,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6430,proc-34,0.2132954936745525,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6431,proc-35,0.11530827515428159,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6432,proc-36,0.08119616867186627,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6433,proc-37,0.11572382096124256,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6434,proc-38,0.11809197323871459,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6435,proc-39,0.08835026580147597,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6436,proc-40,0.08358033086221381,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6437,proc-41,0.16773553482014086,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6438,proc-42,0.07598788674990126,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6439,proc-43,0.12083969080840092,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6440,proc-44,0.07853206963937706,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6441,proc-45,0.07582175590146736,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6442,proc-46,0.12171469626137484,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6443,proc-47,0.17473761954767336,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6444,proc-48,0.12844723691968446,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6445,proc-49,0.17583896827673293,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6446,proc-50,0.10150836863497395,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6447,proc-51,0.15613091730726453,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6448,proc-52,0.11494204154361634,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6449,proc-53,0.14321244181538795,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6450,proc-54,0.08030381742085985,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6451,proc-55,0.19770811833680074,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6452,proc-56,0.10326648067498179,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6453,proc-57,0.09201253718999731,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6454,proc-58,0.06700056573263799,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6455,proc-59,0.17860532505524704,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6456,proc-60,0.12622149398204124,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6457,proc-61,0.07401617233757317,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6458,proc-62,0.09784788484079758,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6459,proc-63,0.15385140927442514,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6460,proc-64,0.16699003195906598,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6461,proc-65,0.10972884913793121,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6462,proc-66,0.13370451329078034,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6463,proc-67,0.25366281874367114,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6464,proc-68,0.13827224736577637,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6465,proc-69,0.08541215421174243,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6466,proc-70,0.17956725053440586,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6467,proc-71,0.20643405466064063,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6468,proc-72,0.10237841336662964,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6469,proc-73,0.09974449486996328,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6470,proc-74,0.14327083407833682,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6471,proc-75,0.11619534254670967,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6472,proc-76,0.14660706580150423,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6473,proc-77,0.10844566434421057,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6474,proc-78,,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6475,proc-79,0.16183778942932148,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6476,proc-80,0.14601849909445536,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6477,proc-81,0.146692669536852,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-78
6478,proc-0,0.1419978087644302,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6479,proc-1,0.17540188321200229,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6480,proc-2,0.11278871219628209,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6481,proc-3,0.1181681854217429,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6482,proc-4,0.20344649570218457,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6483,proc-5,0.1354340295808155,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6484,proc-6,0.1714463402532011,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6485,proc-7,0.16251418111513588,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6486,proc-8,0.17817684292115368,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6487,proc-9,0.14890593672742775,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6488,proc-10,0.10544627031880427,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6489,proc-11,0.10275473808599085,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6490,proc-12,0.21258287813503168,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6491,proc-13,0.12192506274336565,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6492,proc-14,0.21210434475019474,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6493,proc-15,0.2409259617532044,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6494,proc-16,0.11117994297425778,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6495,proc-17,0.1243243384342964,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6496,proc-18,0.2055789042068074,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6497,proc-19,0.101971557183265,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6498,proc-20,0.12648416220803346,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6499,proc-21,0.11819037921186666,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6500,proc-22,0.18364969042906476,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6501,proc-23,0.19118783742107984,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6502,proc-24,0.17744986991081196,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6503,proc-25,0.1077308547180702,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6504,proc-26,0.13517557352070025,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6505,proc-27,0.14763536296772709,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6506,proc-28,0.11953457557934624,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6507,proc-29,0.19383401058162725,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6508,proc-30,0.15455406734401395,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6509,proc-31,0.06611345894974546,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6510,proc-32,0.2702232601599501,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6511,proc-33,0.2543666900404963,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6512,proc-34,0.11616184029270563,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6513,proc-35,0.11807977472295092,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6514,proc-36,0.21769289115737767,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6515,proc-37,0.21991005102033556,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6516,proc-38,0.1974314903046443,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6517,proc-39,0.08157903631452317,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6518,proc-40,0.20900424436563583,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6519,proc-41,0.10172933628441638,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6520,proc-42,0.18450771200590385,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6521,proc-43,0.11489345095155487,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6522,proc-44,0.12101576950488738,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6523,proc-45,0.1989323598320651,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6524,proc-46,0.1072523151700254,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6525,proc-47,0.16316691062381292,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6526,proc-48,0.1130623067793836,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6527,proc-49,0.1764302467009465,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6528,proc-50,0.1913436523293629,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6529,proc-51,0.23795233488436804,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6530,proc-52,0.1034980843613091,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6531,proc-53,0.11435275986673507,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6532,proc-54,0.14810726269969798,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6533,proc-55,0.1922713065822703,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6534,proc-56,0.23471064920415347,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6535,proc-57,0.15797962685678227,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6536,proc-58,0.11774534351437538,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6537,proc-59,0.1409831732845594,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6538,proc-60,0.07368985438919028,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6539,proc-61,0.15018347550068756,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6540,proc-62,0.15019336157111332,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6541,proc-63,0.2269563084774083,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6542,proc-64,0.22734732604205865,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6543,proc-65,0.13631047745999392,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6544,proc-66,0.15119490126115445,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6545,proc-67,0.11852924531075597,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6546,proc-68,0.12946071401785428,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6547,proc-69,0.0712917591375718,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6548,proc-70,0.15005796520180886,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6549,proc-71,0.1183007831278663,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6550,proc-72,0.1242203247843829,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6551,proc-73,0.13583094184194827,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6552,proc-74,0.1721185465753028,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6553,proc-75,0.11062590278921205,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6554,proc-76,0.13802968860321288,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6555,proc-77,0.16337647995427845,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6556,proc-78,,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6557,proc-79,,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6558,proc-80,0.09355498307516423,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6559,proc-81,0.12449888479053858,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-79
6560,proc-0,0.13473378245512974,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-80
6561,proc-1,0.24231440660489936,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-80
6562,proc-2,0.12921250544003773,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-80
6563,proc-3,0.17506792878366484,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-80
6564,proc-4,0.18407818563164977,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-80
6565,proc-5,0.15781632933245487,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-80
6566,proc-6,0.20386660945761648,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-80
6567,proc-7,0.19948311424634568,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-80
6568,proc-8,0.21098582497021945,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-80
6569,proc-9,0.17089126920184122,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-80
6570,proc-10,0.10778660217307282,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-80
6571,proc-11,0.09532864594420284,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-80
6572,proc-12,0.20794570947939156,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-80
6573,proc-13,0.21055328763828665,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-80
6574,proc-14,0.20538932803498536,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-80
6575,proc-15,0.10027540452945478,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-80
6576,proc-16,0.1617712596814476,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-80
6577,proc-17,,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-80
6578,proc-18,0.14177493233252414,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-80
6579,proc-19,0.12168276586940119,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-80
6580,proc-20,0.10613643554398913,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-80
6581,proc-21,0.2476802848665205,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-80
6582,proc-22,0.13913461284613954,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-80
6583,proc-23,0.19124898196574233,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-80
6584,proc-24,0.1303695026894933,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-80
6585,proc-25,0.10211956694786048,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-80
6586,proc-26,0.13734016656330522,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-80
6587,proc-27,0.16728058198229814,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-80
6588,proc-28,0.15294393967586797,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-80
6589,proc-29,0.15869728507745057,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-80
6590,proc-30,0.15023643218830465,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-80
6591,proc-31,0.09538545196319609,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-80
6592,proc-32,0.22529053695283832,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-80
6593,proc-33,0.09723340355265465,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-80
6594,proc-34,0.1426863768794448,sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,proc-80
