Iteration,Average Accuracy
176.0,50.241924545454545
177.0,50.04934181818181
178.0,51.02026181818182
179.0,49.59234727272727
180.0,50.39699454545453
181.0,48.67104181818181
182.0,50.10449909090908
183.0,51.22581636363636
184.0,50.177236363636354
185.0,50.59360454545454
186.0,49.607541818181815
187.0,50.37255090909091
188.0,50.338539999999995
189.0,48.34193818181818
190.0,50.354685454545454
191.0,51.29303636363637
192.0,50.03727272727272
193.0,50.11983818181818
194.0,50.785390909090914
195.0,50.42527181818182
196.0,49.18412818181818
197.0,50.28545636363637
198.0,49.0699409090909
199.0,49.796429999999994
200.0,49.441390000000006
201.0,49.485843636363626
202.0,50.28131363636364
203.0,51.48722454545455
204.0,49.81186727272727
205.0,49.86318545454546
206.0,48.256617272727276
207.0,50.354696363636364
208.0,49.38737000000001
209.0,50.50749454545455
210.0,49.51436545454545
211.0,49.32684
212.0,49.23136545454543
213.0,50.29589454545454
214.0,50.076274545454545
215.0,50.884612727272724
216.0,49.029034545454536
217.0,49.73948363636362
218.0,50.688473636363646
219.0,49.82841272727273
220.0,49.55799454545454
221.0,49.84405181818182
222.0,50.66737909090909
223.0,49.953790000000005
224.0,50.09435545454546
225.0,49.47346727272728
226.0,49.9519
227.0,49.2569209090909
228.0,50.71047272727273
229.0,50.742006363636364
230.0,51.08157909090908
231.0,49.793620000000004
232.0,50.3724109090909
233.0,50.36226545454545
234.0,51.05710909090909
235.0,50.15808181818182
236.0,50.36279727272726
237.0,49.18117181818182
238.0,49.54114454545456
239.0,49.59851909090909
240.0,50.08583272727273
241.0,49.30379454545455
242.0,50.44409090909091
243.0,51.011697272727275
244.0,49.475143636363626
245.0,50.35009090909091
246.0,50.025549999999996
247.0,49.76111272727273
248.0,49.66167181818182
249.0,51.47942
250.0,49.70410454545456
251.0,49.63612818181819
252.0,49.914415454545455
253.0,48.71024363636363
254.0,49.10234545454546
255.0,50.27463636363636
256.0,50.42914909090909
257.0,50.59075363636364
258.0,49.55809545454545
259.0,50.60783363636363
260.0,48.66310909090908
261.0,48.99402727272727
262.0,49.66722818181818
263.0,48.741897272727265
264.0,49.36405818181818
265.0,50.22467090909092
266.0,49.480360909090905
267.0,50.21410636363637
268.0,49.64078545454545
269.0,48.662516363636364
270.0,51.06047363636364
271.0,50.01299727272727
272.0,49.74212272727273
273.0,50.51879999999999
274.0,49.837732727272716
275.0,51.123764545454534
276.0,50.48741545454545
277.0,49.60240636363637
278.0,48.629441818181824
279.0,49.49619818181818
280.0,50.286130909090915
281.0,50.47654818181818
282.0,48.82473636363637
283.0,50.48187636363637
284.0,49.428203636363634
285.0,50.14855272727273
286.0,50.258447272727274
287.0,50.64217545454546
288.0,49.56353090909091
289.0,49.84750818181819
290.0,49.33099
291.0,49.83965818181818
292.0,49.21408727272726
293.0,50.169366363636364
294.0,49.97841727272726
295.0,49.802612727272724
296.0,51.021405454545445
297.0,49.523140000000005
298.0,50.14830454545454
299.0,50.76376818181818
300.0,49.74447272727273
301.0,51.14215454545455
302.0,50.75385727272727
303.0,50.700484545454536
304.0,50.43316272727272
305.0,50.1211690909091
306.0,50.11689363636364
307.0,49.711316363636364
308.0,50.13511090909091
309.0,49.29157909090909
310.0,50.64986545454545
311.0,49.304169090909085
312.0,49.387657272727274
313.0,52.10751545454546
314.0,52.24572999999999
315.0,49.59652454545455
316.0,50.04626090909091
317.0,50.18926727272728
318.0,51.04263727272726
319.0,50.13232
320.0,50.273406363636354
321.0,50.79405818181817
322.0,51.08181
323.0,49.089434545454544
324.0,49.51590272727273
325.0,50.460500909090904
326.0,50.58858090909091
327.0,49.17344090909091
328.0,48.457922727272724
329.0,48.41910636363636
330.0,49.513352727272725
331.0,50.45708272727272
332.0,49.33356272727272
333.0,50.88304272727273
334.0,49.72000363636362
335.0,49.39478454545454
336.0,50.956416363636365
337.0,50.778300909090916
338.0,49.27242272727273
339.0,49.528178181818184
340.0,49.49469909090909
341.0,49.54915454545455
342.0,50.28663999999999
343.0,49.665435454545445
344.0,51.24160454545454
345.0,49.78905181818182
346.0,49.90466727272728
347.0,49.134591818181825
348.0,50.59870181818181
349.0,49.369412727272724
350.0,50.465741818181826
351.0,50.51699636363635
352.0,50.43079
353.0,50.303048181818184
354.0,49.543454545454544
355.0,48.825492727272724
356.0,50.13623
357.0,51.45063454545455
358.0,49.32403727272728
359.0,50.11122909090909
360.0,48.72404636363637
361.0,50.016861818181816
362.0,49.22884636363635
363.0,49.45877636363636
364.0,51.67696454545455
365.0,50.69653727272726
366.0,47.441756363636365
367.0,50.06887636363637
368.0,50.867259090909094
369.0,49.88778818181817
370.0,50.21088454545455
371.0,50.68642545454546
372.0,50.35280636363635
373.0,49.773260909090915
374.0,49.26198818181819
375.0,50.6885
376.0,49.75073727272727
377.0,49.95032363636363
378.0,50.42935
379.0,51.22881454545455
380.0,48.80432909090909
381.0,48.72512181818181
382.0,50.46229181818182
383.0,50.5247290909091
384.0,50.725270000000016
385.0,49.594494545454545
386.0,51.59770545454546
387.0,50.226538181818185
388.0,50.89685272727272
389.0,48.68317818181818
390.0,50.957864545454534
391.0,49.41794181818182
392.0,50.175633636363635
393.0,48.85667
394.0,52.00360454545454
395.0,50.10118636363636
396.0,49.96867909090909
397.0,49.961425454545456
398.0,50.12638818181817
399.0,49.91267272727273
400.0,50.98416636363636
401.0,49.18048454545454
402.0,49.41970454545455
403.0,49.660683636363636
404.0,49.68728999999999
405.0,50.73983727272728
406.0,49.8777909090909
407.0,50.46557818181819
408.0,50.28977
409.0,48.934658181818186
410.0,51.369502727272724
411.0,50.536869090909086
412.0,50.56880454545455
413.0,49.02481818181818
414.0,48.25603272727273
415.0,50.42898818181818
416.0,49.594725454545454
417.0,50.960346363636354
418.0,49.217859999999995
419.0,49.10637454545456
420.0,50.50966090909091
421.0,49.51746818181818
422.0,50.43633545454546
423.0,50.06752909090908
424.0,49.956961818181824
425.0,49.85732818181818
426.0,49.14509181818182
427.0,50.632479090909094
428.0,48.428301818181815
429.0,50.35301636363636
430.0,49.35799
431.0,50.714429090909086
432.0,50.165144545454545
433.0,49.68855727272727
434.0,50.81557909090909
435.0,50.18536818181818
436.0,50.38756909090909
437.0,48.73710272727272
438.0,50.993142727272726
439.0,48.68109272727273
440.0,49.721049090909084
441.0,49.80986181818182
442.0,50.913678181818184
443.0,50.51656818181819
444.0,50.38026636363636
445.0,50.799109090909084
446.0,50.32901636363636
447.0,49.61930181818182
448.0,50.10346909090909
449.0,49.62673636363636
450.0,49.550232727272736
451.0,48.797177272727275
452.0,49.76824727272728
453.0,49.222074545454554
454.0,50.82008909090908
455.0,49.34096999999999
456.0,49.89786727272728
457.0,49.08220272727272
458.0,51.15281727272727
459.0,50.43600636363637
460.0,48.934158181818184
461.0,49.796686363636354
462.0,50.77445818181818
463.0,49.96629363636362
464.0,49.46249909090909
465.0,49.24657454545454
466.0,49.86339454545455
467.0,49.141529090909096
468.0,51.140796363636376
469.0,50.30538272727272
470.0,51.54852272727273
471.0,50.76772727272728
472.0,49.31409454545455
473.0,50.59664636363637
474.0,50.02398545454546
475.0,51.5296809090909
476.0,51.40385818181819
477.0,49.2286
478.0,49.17560818181817
479.0,48.36869727272728
480.0,49.61395454545455
481.0,50.95094000000001
482.0,49.79219272727273
483.0,49.62417
484.0,50.54717454545455
485.0,49.58007636363636
486.0,49.80477181818182
487.0,50.919053636363635
488.0,50.21259454545455
489.0,49.566433636363634
490.0,50.33582545454545
491.0,48.90934272727273
492.0,51.69970181818182
493.0,49.057446363636366
494.0,48.99885000000001
495.0,49.67479545454545
496.0,49.968937272727274
497.0,50.37988181818182
498.0,50.20445909090909
499.0,51.70897272727273
500.0,50.54119
501.0,50.406997272727274
502.0,50.19155999999999
503.0,49.949410909090915
504.0,48.81408363636364
505.0,49.72097636363637
506.0,49.016057272727274
507.0,50.860820909090904
508.0,50.46267090909091
509.0,49.975094545454546
510.0,50.698025454545466
511.0,50.672579999999996
512.0,50.52927363636365
513.0,49.21394636363637
514.0,49.871933636363636
515.0,49.044731818181816
516.0,50.0136209090909
517.0,49.92936909090909
518.0,49.64538727272728
519.0,51.21332
520.0,48.41806999999999
521.0,50.99160454545454
522.0,48.78967636363637
523.0,50.86892181818182
524.0,50.274559999999994
525.0,49.95239999999999
526.0,50.86475272727272
527.0,50.54543727272728
528.0,49.08365636363636
529.0,50.84598363636363
530.0,49.22916727272727
531.0,50.05085909090908
532.0,50.469106363636364
533.0,49.66431
534.0,49.00461545454546
535.0,50.13999727272728
536.0,50.664820000000006
537.0,50.32024909090908
538.0,49.53214454545455
539.0,49.797655454545456
540.0,50.12495545454545
541.0,50.93987
542.0,51.25412727272729
543.0,48.97317
544.0,49.767511818181816
545.0,48.969361818181824
546.0,50.90399363636364
547.0,51.54702636363636
548.0,50.39718909090909
549.0,51.418787272727265
550.0,48.65142727272726
551.0,50.70052090909091
552.0,50.46451545454545
553.0,49.33753363636363
554.0,49.51412
555.0,50.646806363636365
556.0,51.33283181818183
557.0,50.57987363636364
558.0,49.48321818181819
559.0,51.031622727272726
560.0,49.137785454545444
561.0,50.05567181818183
562.0,49.7947790909091
563.0,49.46201363636363
564.0,50.070409999999995
565.0,50.578210909090906
566.0,49.53460727272727
567.0,50.75725909090909
568.0,51.037893636363634
569.0,49.40440181818181
570.0,50.246826363636366
571.0,48.476541818181815
572.0,49.79033727272727
573.0,50.471764545454555
574.0,49.98174636363637
575.0,50.18174636363636
576.0,50.0520309090909
577.0,50.33260545454545
578.0,49.34094636363636
579.0,49.961451818181814
580.0,50.28504272727273
581.0,49.60487909090909
582.0,49.75953909090909
583.0,49.85494818181819
584.0,49.93716454545454
585.0,50.29522363636363
586.0,50.04738454545454
587.0,50.247531818181805
588.0,48.87602
589.0,50.03982545454546
590.0,48.60251272727272
591.0,49.977556363636374
592.0,48.720831818181814
593.0,50.91512727272727
594.0,50.118597272727264
595.0,48.98937181818182
596.0,50.16831000000001
597.0,51.04186727272727
598.0,49.71132545454545
599.0,50.11173181818182
600.0,49.96515181818181
601.0,49.25554454545454
602.0,49.99330818181817
603.0,49.72687454545455
604.0,50.30437272727273
605.0,51.44147181818182
606.0,50.55461636363636
607.0,51.21558454545454
608.0,50.09191818181818
609.0,49.993663636363635
610.0,48.94191181818181
611.0,50.31824181818181
612.0,51.893491818181815
613.0,50.19750454545454
614.0,49.34143000000001
615.0,49.59495
616.0,49.6852
617.0,50.49974181818182
618.0,50.84556454545454
619.0,50.13545
620.0,50.27775818181819
621.0,50.39942181818182
622.0,50.299738181818185
623.0,49.62917272727273
624.0,51.17057636363638
625.0,49.482715454545456
626.0,48.826221818181814
627.0,50.72348727272728
628.0,49.99162727272728
629.0,50.480813636363635
630.0,50.14514636363636
631.0,52.06375727272727
632.0,49.642663636363636
633.0,50.36938363636364
634.0,50.18817999999999
635.0,48.81593090909091
636.0,50.31885
637.0,49.61446272727273
638.0,49.4585309090909
639.0,49.805456363636374
640.0,49.25522636363637
641.0,50.95387636363637
642.0,50.01561363636363
643.0,49.61089818181818
644.0,49.474168181818186
645.0,50.694680909090906
646.0,48.79873272727273
647.0,50.23400909090908
648.0,51.85710090909092
649.0,49.92097454545455
650.0,50.67483363636364
651.0,50.19937454545454
652.0,50.093230909090906
653.0,48.980160000000005
654.0,50.57759181818182
655.0,49.636067272727274
656.0,50.130853636363625
657.0,49.537710909090904
658.0,49.262827272727264
659.0,50.33527181818181
660.0,50.856958181818186
661.0,50.19164818181818
662.0,49.056093636363634
663.0,51.05830454545453
664.0,49.945631818181816
665.0,49.55418818181818
666.0,51.02266909090909
667.0,50.062140909090914
668.0,50.788495454545455
669.0,49.70936545454545
670.0,51.07359818181817
671.0,49.39397272727273
672.0,50.51322090909091
673.0,48.881952727272726
674.0,49.73463636363636
675.0,50.16129272727273
676.0,50.52543545454545
677.0,50.82326909090909
678.0,50.12181818181818
679.0,50.43515636363636
680.0,50.56483
681.0,51.447472727272725
682.0,50.09792636363636
683.0,48.96534
684.0,50.29479363636364
685.0,48.276813636363634
686.0,51.364459090909094
687.0,50.14858818181818
688.0,50.634412727272725
689.0,50.40606636363636
690.0,49.48000545454545
691.0,49.97503999999999
692.0,50.75477181818182
693.0,49.710130909090914
694.0,50.2458
695.0,49.070768181818174
696.0,48.90095454545455
697.0,48.92081545454544
698.0,50.371573636363635
699.0,48.620696363636355
700.0,49.84531181818181
701.0,49.38993727272727
702.0,49.65274363636365
703.0,50.00399090909091
704.0,48.778439999999996
705.0,50.99812636363636
706.0,50.489478181818185
707.0,49.881100909090904
708.0,50.33531545454546
709.0,48.79526363636362
710.0,50.20956090909092
711.0,49.3537209090909
712.0,49.74405090909091
713.0,50.02957545454546
714.0,50.04115181818181
715.0,50.890350909090905
716.0,50.26775818181818
717.0,51.1624509090909
718.0,49.275180909090906
719.0,49.947089999999996
720.0,49.75513000000001
721.0,50.58327727272728
722.0,49.502279090909084
723.0,49.81216818181817
724.0,49.940938181818176
725.0,49.08995090909091
726.0,50.10476454545455
727.0,50.81055272727272
728.0,49.535485454545444
729.0,50.47011818181818
730.0,50.15047818181818
731.0,50.248434545454536
732.0,51.055818181818175
733.0,49.82008181818182
734.0,50.58209909090909
735.0,48.17298181818182
736.0,49.577361818181814
737.0,49.17904636363637
738.0,51.327011818181816
739.0,50.32189363636364
740.0,49.377480909090906
741.0,50.69527272727273
742.0,50.28034454545455
743.0,50.42580363636363
744.0,49.04972
745.0,49.480154545454546
746.0,50.92677545454546
747.0,50.43376999999999
748.0,51.20809272727272
749.0,50.74654181818182
750.0,49.21889636363637
751.0,50.23261636363637
752.0,49.10096181818181
753.0,51.85416454545453
754.0,50.15031090909092
755.0,50.30431363636364
756.0,50.40690363636364
757.0,50.183556363636356
758.0,49.61027818181819
759.0,49.761913636363644
760.0,51.44991636363636
761.0,48.98714363636363
762.0,50.21052727272727
763.0,50.81507727272728
764.0,50.960044545454544
765.0,48.97802727272727
766.0,49.77578272727271
767.0,50.691048181818175
768.0,50.88878363636363
769.0,50.041298181818185
770.0,49.775146363636374
771.0,48.60920909090908
772.0,50.55859909090909
773.0,50.70357272727272
774.0,49.24463636363637
775.0,48.99309454545455
776.0,48.896466363636364
777.0,50.68033272727273
778.0,49.516484545454546
779.0,49.63988090909092
780.0,50.47648090909092
781.0,50.17535909090909
782.0,49.4626290909091
783.0,50.09476363636364
784.0,49.297624545454546
785.0,50.245714545454554
786.0,51.15807909090909
787.0,50.43187272727273
788.0,49.47106181818181
789.0,49.49846454545456
790.0,50.345386363636365
791.0,50.071690909090904
792.0,50.28657181818182
793.0,49.34591454545455
794.0,50.285591818181814
795.0,49.6228509090909
796.0,49.88599545454545
797.0,49.53701272727273
798.0,50.305297272727266
799.0,48.9426190909091
800.0,50.97955999999999
801.0,47.9558490909091
802.0,49.708622727272726
803.0,49.615593636363634
804.0,50.19009454545455
805.0,50.232097272727266
806.0,51.08981909090908
807.0,49.00327545454545
808.0,50.46280454545455
809.0,49.971855454545455
810.0,49.805
811.0,49.09719181818182
812.0,49.21138636363637
813.0,50.71876727272727
814.0,49.81306727272727
815.0,49.27665000000001
816.0,50.650573636363646
817.0,48.90078363636364
818.0,49.363697272727265
819.0,50.19568818181818
820.0,50.35551090909091
821.0,50.808527272727275
822.0,49.91990181818182
823.0,48.81912181818182
824.0,50.23108181818181
825.0,49.35963181818181
826.0,50.38396727272727
827.0,48.68779272727272
828.0,49.699598181818175
829.0,49.66268545454545
830.0,50.925764545454555
831.0,48.81076272727273
832.0,50.551403636363645
833.0,50.802184545454544
834.0,50.26510363636363
835.0,50.26800818181818
836.0,50.505227272727275
837.0,49.319320909090905
838.0,50.99243363636364
839.0,50.23753181818183
840.0,49.400076363636366
841.0,49.51314545454546
842.0,49.726510000000005
843.0,50.805218181818184
844.0,51.32984727272728
845.0,49.16836181818182
846.0,49.68130000000001
847.0,49.97388545454546
848.0,50.52065636363636
849.0,50.070350000000005
850.0,49.34099363636364
851.0,50.306577272727274
852.0,50.02615363636364
853.0,50.23948818181818
854.0,49.107731818181826
855.0,50.20009454545454
856.0,49.10461181818182
857.0,50.37494363636363
858.0,49.85380272727273
859.0,50.127302727272735
860.0,49.75326272727273
861.0,49.99810545454545
862.0,50.260207272727264
863.0,48.89951545454546
864.0,49.47061181818181
865.0,50.87538
866.0,50.47581727272728
867.0,50.39272363636365
868.0,49.771658181818175
869.0,49.62646727272727
870.0,52.04769727272726
871.0,50.10609727272727
872.0,50.056599090909096
873.0,48.10102454545454
874.0,50.046029090909094
875.0,49.858468181818175
876.0,48.448306363636355
877.0,51.29668727272727
878.0,50.24895272727272
879.0,49.199149090909096
880.0,49.416647272727275
881.0,49.5252090909091
882.0,49.52785363636363
883.0,50.12954545454545
884.0,51.09603090909092
885.0,50.98898636363637
886.0,50.5445009090909
887.0,50.3124609090909
888.0,51.44073000000001
889.0,49.773070000000004
890.0,49.285303636363636
891.0,50.59667181818182
892.0,50.62582272727274
893.0,51.028898181818185
894.0,49.35654727272728
895.0,51.470575454545454
896.0,50.816090909090896
897.0,48.885706363636366
898.0,50.45304909090908
899.0,50.246168181818184
900.0,49.18031454545455
901.0,51.08086636363635
902.0,49.39170636363636
903.0,48.67772636363636
904.0,50.03445454545454
905.0,49.83382454545454
906.0,50.81913909090909
907.0,48.92335636363635
908.0,50.214879090909086
909.0,50.262713636363635
910.0,49.56830090909091
911.0,48.968953636363636
912.0,49.72035636363637
913.0,50.91355363636364
914.0,50.7377490909091
915.0,49.55103818181817
916.0,50.15523727272727
917.0,49.64304181818182
918.0,51.03706181818183
919.0,51.59810181818182
920.0,50.40029
921.0,50.48505090909091
922.0,50.21449727272727
923.0,49.98402272727273
924.0,49.698927272727275
925.0,50.30950090909091
926.0,50.07684818181818
927.0,49.18441909090909
928.0,49.932395454545464
929.0,49.08829545454546
930.0,50.88397818181818
931.0,48.9988
932.0,49.22552545454546
933.0,49.53803636363636
934.0,49.484289090909094
935.0,50.49066818181819
936.0,50.58870090909091
937.0,50.73300545454546
938.0,51.525000909090906
939.0,48.809028181818185
940.0,50.770862727272736
941.0,49.40453909090909
942.0,50.19463727272728
943.0,49.15882181818181
944.0,50.73611363636364
945.0,49.70522727272728
946.0,49.836409090909086
947.0,49.36363636363637
948.0,48.55706090909091
949.0,49.872704545454546
950.0,51.34239
951.0,49.556605454545455
952.0,49.9649890909091
953.0,50.07096363636363
954.0,49.79838181818182
955.0,50.91906999999999
956.0,49.50978454545454
957.0,50.304849090909094
958.0,49.816878181818176
959.0,49.596537272727275
960.0,50.64895454545455
961.0,50.939900909090916
962.0,49.789129090909086
963.0,50.401894545454546
964.0,50.527019090909086
965.0,50.76231090909091
966.0,49.72306909090909
967.0,49.39472727272728
968.0,49.63647454545455
969.0,49.73814909090909
970.0,49.28629999999999
971.0,50.07611909090908
972.0,49.2793209090909
973.0,50.28546181818182
974.0,49.95369090909091
975.0,49.97112727272727
976.0,50.57510727272727
977.0,51.960269999999994
978.0,50.32868272727273
979.0,51.111549999999994
980.0,50.454237272727276
981.0,51.077985454545455
982.0,49.963481818181826
983.0,49.835500909090904
984.0,49.71814272727272
985.0,50.67545272727273
986.0,49.99979454545455
987.0,50.03884545454545
988.0,50.83114272727273
989.0,48.06885272727272
990.0,50.27810636363636
991.0,49.732172727272726
992.0,50.8237018181818
993.0,52.136850909090896
994.0,50.583902727272736
995.0,49.76506818181818
996.0,50.29797272727273
997.0,49.029300909090914
998.0,50.87435272727273
999.0,49.73769090909091
