% Accuracy,ROI Error
61.87066,8.680383871949443
55.31528,8.191309963711543
51.85856,8.699090109109113
58.034020000000005,8.316661640321795
42.79074,8.42237159310844
56.49696,8.478750848939955
51.593300000000006,8.48289229626311
68.62042,8.449528674642155
50.516600000000004,8.395339519042693
57.02586,9.013704868720742
50.63702,8.654153737922616
58.380840000000006,8.520713003874736
57.537639999999996,8.776583414427279
55.880959999999995,9.046677328080182
50.47006,8.746754289243524
46.613620000000004,8.819521250929668
60.38571999999999,8.88680082378355
51.03388,8.444501651702131
44.73764,8.190837272855566
55.69824,8.085476145682454
51.53114,9.418676897547765
52.4837,8.369054051086062
46.8025,8.382592316819421
48.508019999999995,8.599950271925996
57.46496,8.870307649591417
55.00440000000001,9.280272422725531
57.27989999999999,9.183694125459537
55.658300000000004,8.81198813605647
51.42642,8.365603228913024
58.02322,8.065298322542075
56.37556,8.179820675687212
60.37928,8.496151121631488
56.022800000000004,8.509187467672811
51.274,8.211896126961179
50.62998,8.598620784730539
53.51896,9.090377204406867
50.577400000000004,8.040341263901677
53.00117999999999,8.694982369596847
52.2853,8.499878876195826
53.5266,8.750809313429244
60.200019999999995,9.202121092422116
52.13086,8.635795102965332
51.04224,8.366493278692095
42.50054,8.304591399244156
56.916599999999995,8.230311150861795
49.129380000000005,8.79433675814157
53.00524000000001,8.687203263559567
51.564339999999994,8.150778107910925
53.62504,8.96968424184486
51.957339999999995,8.414454915465411
58.52842,8.731190371512925
54.05778,8.791184543143205
57.3591,9.12735033785819
50.52686,8.154299009749398
59.781760000000006,8.965125280909351
53.85547999999999,9.041431942430359
57.373059999999995,9.028112185634381
48.02474,8.053193114063514
58.52046,8.574911310818322
51.78388,8.067105214734713
52.22392,8.50675217892234
54.56264,7.960346363720613
59.13942,8.355294169782415
55.19498,8.700900286728954
48.503980000000006,8.362965309003739
49.042100000000005,8.785062150605423
56.47858,8.918446870593556
50.274080000000005,8.319022572009285
49.502,8.468677134003869
50.49758,8.55212396680497
52.9312,8.487912732821892
57.535740000000004,8.897295996672248
52.712559999999996,7.925858858596967
47.564699999999995,8.03111644231361
46.805899999999994,8.800813723173556
50.524860000000004,8.792753071729013
54.71560000000001,8.128304512012331
55.63772,8.81395194005504
49.12092,8.369808764458122
43.33292,8.769640555553003
51.58316,8.548312395695422
43.61664,7.8944706162224705
