% Accuracy,ROI Error
66.43354000000001,9.093272725944164
59.046,8.57967847882425
55.36623999999999,9.169129634943548
60.2778,8.694870922561185
45.50274,8.250504099289934
52.17686,8.272430062587414
54.756440000000005,8.718876723890526
55.781980000000004,8.461230541688366
50.61710000000001,8.084020669815237
49.90734,8.808819825856355
54.4914,8.575059652270648
57.045660000000005,8.590512636880293
54.34006,8.671362626277372
47.31852000000001,8.081009603360213
53.35112,8.253101425864099
53.30788,8.132323303066597
53.09404,8.34786073664385
45.72116,8.200134648553034
47.753080000000004,8.579710887529952
62.73196,8.105981702323291
56.18794,7.81509928000918
56.73872,9.036990758078709
55.41942,8.533681565631566
55.89514,8.034654129481865
53.340199999999996,8.822617500492697
49.098319999999994,8.329818147930961
55.567440000000005,8.76107595255286
49.53925999999999,8.068216534798752
53.99302,8.341766304542462
58.4048,8.54359044898572
59.46502,7.833004774644275
55.972460000000005,8.31554208385719
46.63736,8.538561578533002
55.46026,7.699926034216173
57.420539999999995,9.172811145357786
56.24892,8.435872025677014
51.075919999999996,7.853680726487422
39.54653999999999,7.868798677587323
51.72332000000001,8.770793566012143
53.354,8.460463486121785
54.61018,9.248624101324479
48.206340000000004,8.365838750800783
60.69598,8.82847346032144
51.174119999999995,7.966228707839112
63.402339999999995,8.784582307907417
50.75502,8.72864011170125
51.12656,8.3617596094602
51.36242,8.74378823757758
49.312940000000005,8.510876474041906
54.344139999999996,8.563485824148948
55.920559999999995,8.271304473080411
60.93188000000001,8.157291784998254
61.2921,8.824985517835142
56.8964,8.285370857119192
63.02508,8.30797285705725
54.179959999999994,8.629568285748714
55.50548,8.526553252610341
58.931580000000004,8.251552296604562
58.931839999999994,8.2787274755484
59.3565,8.878256177313201
57.68824,8.238948846934298
68.03232,8.556051087832516
57.9908,8.212084105755372
54.90292,8.06055379447343
49.60942,8.302302009900627
47.41614,9.048799594443453
53.801559999999995,8.459065029091573
57.108,8.26405772003076
51.13253999999999,8.673238250411433
57.681160000000006,8.18145242939174
51.600539999999995,8.760184559037555
50.25734,8.141350448445271
49.98966,8.449730769935808
54.54958,8.740883526486325
51.91266,8.759463221248206
56.977740000000004,8.443084832713692
55.43422,8.369248806888226
49.958299999999994,8.11512965454034
49.374880000000005,8.839910960275562
48.6322,8.27009808647999
65.0748,8.69619621213781
50.7568,7.964628990731458
